"COUNTRY","Country","ISC11A","ISCED 2011 A education level","SEX","Gender","AGE","Age","FIELD","Field","MEASURE","Measure","INDICATOR","INDICATOR","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","L3_T_SC2","Completion of intermediate upper secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"z","Not applicable"
"GBR","United Kingdom","L2_T_SC3T4","Lower secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",19.015373,,
"FRA","France","L4","Post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.10273717,,
"BRA","Brazil","L3_T_SC2","Completion of intermediate upper secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"FIN","Finland","L3T4","Upper secondary or post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.27898282,,
"G20","G20","L1_T_SC3T4","Primary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"CZE","Czech Republic","L0","Less than primary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.19174938,,
"COL","Colombia","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"PRT","Portugal","L7","Master’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",14.021536,,
"BEL","Belgium","L0T2","Below upper secondary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.1936907,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",19.56168,,
"LVA","Latvia","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",3.5820282,,
"CHE","Switzerland","L0","Less than primary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.03145831,,
"HUN","Hungary","L2_T_SC3T4","Lower secondary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.1476087,,
"DNK","Denmark","L0T2","Below upper secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",20.26104,,
"SVK","Slovak Republic","L4","Post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",1.8459942,,
"IDN","Indonesia","L8","Doctoral or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",0.01658954,,
"CZE","Czech Republic","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.08122659,,
"POL","Poland","L0T2","Below upper secondary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.09904164,,
"NOR","Norway","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",49.493538,,
"ZAF","South Africa","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"x","Data included in another category"
"BRA","Brazil","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",14.57435,"w","Includes data from another category"
"HUN","Hungary","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",30.266064,,
"BRA","Brazil","L0T2","Below upper secondary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.147571,,
"EST","Estonia","L8","Doctoral or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.71946156,,
"POL","Poland","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.18142655,,
"NOR","Norway","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.02716059,,
"ARG","Argentina","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.34563717,,
"ZAF","South Africa","L7","Master’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",1.0450654,"w","Includes data from another category"
"ISL","Iceland","L2_T_SC3T4","Lower secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",22.99025,,
"G20","G20","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"ARG","Argentina","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.40421346,,
"ITA","Italy","L0T2","Below upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",35.536442,,
"LUX","Luxembourg","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",50.007431,,
"NLD","Netherlands","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.13874631,,
"ARG","Argentina","L1_T_SC3T4","Primary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.298742,,
"BEL","Belgium","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.38771868,,
"BRA","Brazil","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",20.977964,,
"CRI","Costa Rica","L3_T_SC2","Completion of intermediate upper secondary programmes","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.20237103,,
"POL","Poland","L3T4","Upper secondary or post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.19538131,,
"CHL","Chile","L2_T_SC3T4","Lower secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",21.429121,,
"FRA","France","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"z","Not applicable"
"LVA","Latvia","L2_T_SC2","Completion of intermediate lower secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"z","Not applicable"
"ITA","Italy","L3","Upper secondary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.13403159,,
"CHN","China (People's Republic of)","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2010","2010",4.8109083,,
"CHN","China (People's Republic of)","L2_T_SC2","Completion of intermediate lower secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2010","2010",,"z","Not applicable"
